FIPS,County,State,Population,Year,Total Votes,Democrat Votes,Republican Votes,Democrat %,Republican %,Winner,housing_Median Home Value,housing_% of National Median,housing_Price Category,age_Median Age,temp_Avg Temperature (°F),temp_Data Points,rent_Metro Area,rent_Median Rent,rent_Efficiency,rent_1BR,rent_2BR,rent_3BR,rent_4BR,rent_Entity ID
39063,Hancock County,Ohio,74885,2023,37937,11467,26052,30.23,68.67,Republican,196500,114.0,Moderate,39.6,46.36,12,"Hancock County, OH",905,605,709,905,1170,1477,3906399999
39065,Hardin County,Ohio,30527,2023,12893,2863,9911,22.21,76.87,Republican,134800,78.2,Moderate,35.3,47.25,12,"Hardin County, OH",794,587,655,794,1021,1105,3906599999
39067,Harrison County,Ohio,14408,2023,7109,1559,5484,21.93,77.14,Republican,118000,68.5,Affordable,46.1,48.30,12,Ohio Non-Metro,775,599,650,775,1000,1161,3999999999
39069,Henry County,Ohio,27581,2023,14911,3905,10873,26.19,72.92,Republican,166000,96.3,Moderate,41.7,45.60,12,Ohio Non-Metro,775,599,650,775,1000,1161,3999999999
39071,Highland County,Ohio,43403,2023,19984,3609,16269,18.06,81.41,Republican,157000,91.1,Moderate,40.8,49.17,12,"Highland County, OH",794,587,646,794,1018,1187,3907199999
39073,Hocking County,Ohio,27938,2023,13489,3704,9679,27.46,71.75,Republican,172300,100.0,Moderate,42.6,46.75,12,"Hocking County, OH HUD Metro FMR Area",794,602,606,794,1114,1118,3907399999
39075,Holmes County,Ohio,44312,2023,12335,1854,10384,15.03,84.18,Republican,251800,146.1,Moderate,32.5,48.77,12,"Holmes County, OH",794,587,603,794,978,1067,3907599999
39077,Huron County,Ohio,58412,2023,27212,7496,19484,27.55,71.6,Republican,158900,92.2,Moderate,40.4,45.32,12,"Huron County, OH",810,599,615,810,1050,1143,3907799999
39079,Jackson County,Ohio,32588,2023,14285,2953,11249,20.67,78.75,Republican,140400,81.5,Moderate,40.2,46.14,12,"Jackson County, OH",794,587,607,794,1091,1260,3907999999
39081,Jefferson County,Ohio,64855,2023,31257,8592,22317,27.49,71.4,Republican,120600,70.0,Affordable,44.2,43.94,12,"Weirton-Steubenville, WV-OH MSA",794,619,623,794,1072,1151,3908199999
39083,Knox County,Ohio,62888,2023,32090,8698,23112,27.11,72.02,Republican,218300,126.7,Moderate,39.4,48.13,12,"Knox County, OH",859,635,686,859,1149,1154,3908399999
39085,Lake County,Ohio,232101,2023,128535,54484,72924,42.39,56.73,Republican,199900,116.0,Moderate,44,48.40,12,"Cleveland-Elyria, OH MSA",998,719,820,998,1296,1369,3908599999
39087,Lawrence County,Ohio,57385,2023,26712,6514,20013,24.39,74.92,Republican,135600,78.7,Moderate,41.9,47.40,12,"Huntington-Ashland, WV-KY-OH HUD Metro FMR Area",829,648,706,829,1102,1248,3908799999
39089,Licking County,Ohio,180311,2023,95045,32832,61359,34.54,64.56,Republican,250700,145.5,Moderate,40.2,42.72,12,"Columbus, OH HUD Metro FMR Area",1163,842,941,1163,1426,1577,3908999999
39091,Logan County,Ohio,46140,2023,23403,5027,18182,21.48,77.69,Republican,186200,108.1,Moderate,42.1,42.51,12,"Logan County, OH",832,615,632,832,1068,1118,3909199999
39093,Lorain County,Ohio,314588,2023,158959,74207,83297,46.68,52.4,Republican,207200,120.3,Moderate,42.1,47.56,12,"Cleveland-Elyria, OH MSA",998,719,820,998,1296,1369,3909399999
39095,Lucas County,Ohio,428748,2023,190525,106320,82398,55.8,43.25,Democrat,155200,90.1,Moderate,38.3,49.61,12,"Toledo, OH HUD Metro FMR Area",906,637,698,906,1218,1310,3909599999
39097,Madison County,Ohio,44126,2023,20668,5713,14737,27.64,71.3,Republican,231400,134.3,Moderate,41.5,46.43,12,"Columbus, OH HUD Metro FMR Area",1163,842,941,1163,1426,1577,3909799999
39099,Mahoning County,Ohio,227063,2023,112678,50636,61249,44.94,54.36,Republican,141100,81.9,Moderate,43.4,47.96,12,"Youngstown-Warren-Boardman, OH HUD Metro FMR Area",794,573,632,794,1050,1113,3909999999
39101,Marion County,Ohio,65145,2023,27355,7902,19219,28.89,70.26,Republican,146200,84.9,Moderate,40.5,46.23,12,"Marion County, OH",889,657,675,889,1082,1194,3910199999
39103,Medina County,Ohio,183049,2023,107017,39771,66308,37.16,61.96,Republican,268000,155.5,Expensive,43.1,47.16,12,"Cleveland-Elyria, OH MSA",998,719,820,998,1296,1369,3910399999
39105,Meigs County,Ohio,22072,2023,10400,2202,8127,21.17,78.14,Republican,113400,65.8,Affordable,43.8,45.82,12,"Meigs County, OH",794,531,693,794,968,1352,3910599999
39107,Mercer County,Ohio,42438,2023,23750,3865,19710,16.27,82.99,Republican,208600,121.1,Moderate,39.1,44.99,12,"Mercer County, OH",794,599,603,794,1063,1067,3910799999
39109,Miami County,Ohio,109549,2023,59176,15969,42677,26.99,72.12,Republican,209200,121.4,Moderate,41.1,44.29,12,"Dayton-Kettering, OH MSA",969,684,757,969,1271,1385,3910999999
39111,Monroe County,Ohio,13308,2023,6794,1336,5396,19.66,79.42,Republican,132000,76.6,Moderate,46,46.93,12,"Monroe County, OH",794,587,651,794,1007,1095,3911199999
39113,Montgomery County,Ohio,535528,2023,254715,126767,125566,49.77,49.3,Democrat,167400,97.2,Moderate,38.8,55.28,12,"Dayton-Kettering, OH MSA",969,684,757,969,1271,1385,3911399999
39115,Morgan County,Ohio,13758,2023,6782,1560,5168,23,76.2,Republican,134200,77.9,Moderate,44.4,45.80,12,"Morgan County, OH",794,587,703,794,966,1232,3911599999
39117,Morrow County,Ohio,35214,2023,18855,4100,14609,21.74,77.48,Republican,200800,116.5,Moderate,43.3,47.68,12,"Columbus, OH HUD Metro FMR Area",1163,842,941,1163,1426,1577,3911799999
39119,Muskingum County,Ohio,86382,2023,39327,10874,28147,27.65,71.57,Republican,170100,98.7,Moderate,40.5,46.29,12,"Muskingum County, OH",806,615,619,806,1062,1122,3911999999
39121,Noble County,Ohio,14252,2023,6161,1069,5050,17.35,81.97,Republican,149300,86.7,Moderate,51.3,48.73,12,"Noble County, OH",794,587,703,794,966,1119,3912199999
39123,Ottawa County,Ohio,40161,2023,23956,8866,14872,37.01,62.08,Republican,200700,116.5,Moderate,50.3,49.31,12,"Ottawa County, OH HUD Metro FMR Area",926,619,703,926,1127,1276,3912399999
39125,Paulding County,Ohio,18800,2023,9276,1987,7203,21.42,77.65,Republican,126800,73.6,Affordable,41.7,48.38,12,"Paulding County, OH",794,587,691,794,1079,1182,3912599999
39127,Perry County,Ohio,35474,2023,16991,3800,13062,22.36,76.88,Republican,178300,103.5,Moderate,41.1,48.99,12,"Perry County, OH HUD Metro FMR Area",798,578,606,798,983,1072,3912799999
39129,Pickaway County,Ohio,59407,2023,29275,7397,21607,25.27,73.81,Republican,235700,136.8,Moderate,39.5,44.72,12,"Columbus, OH HUD Metro FMR Area",1163,842,941,1163,1426,1577,3912999999
39131,Pike County,Ohio,27080,2023,12218,2793,9352,22.86,76.54,Republican,148500,86.2,Moderate,41.1,55.36,12,"Pike County, OH",794,587,606,794,978,1146,3913199999
39133,Portage County,Ohio,161421,2023,83181,34759,47681,41.79,57.32,Republican,210500,122.2,Moderate,39.3,51.88,12,"Akron, OH MSA",1027,712,809,1027,1297,1380,3913399999
39135,Preble County,Ohio,40802,2023,21653,4343,17146,20.06,79.19,Republican,171100,99.3,Moderate,43.2,49.18,12,"Preble County, OH",820,619,623,820,1066,1301,3913599999
39137,Putnam County,Ohio,34352,2023,19754,2996,16576,15.17,83.91,Republican,191600,111.2,Moderate,40,47.02,12,"Putnam County, OH",794,587,665,794,966,1067,3913799999
39139,Richland County,Ohio,125138,2023,58358,16591,41298,28.43,70.77,Republican,154000,89.4,Moderate,40.9,51.47,12,"Mansfield, OH MSA",794,554,620,794,1073,1258,3913999999
39141,Ross County,Ohio,76748,2023,32930,9846,22801,29.9,69.24,Republican,158500,92.0,Moderate,41,54.98,12,"Ross County, OH",856,624,690,856,1045,1168,3914199999
39143,Sandusky County,Ohio,58770,2023,29713,10139,19311,34.12,64.99,Republican,152500,88.5,Moderate,42.5,53.23,12,"Sandusky County, OH",804,594,648,804,1143,1203,3914399999
39145,Scioto County,Ohio,73118,2023,31179,8021,22978,25.73,73.7,Republican,132300,76.8,Moderate,40.6,55.84,12,"Scioto County, OH",794,589,703,794,1109,1213,3914599999
39147,Seneca County,Ohio,54861,2023,25262,7765,17241,30.74,68.25,Republican,136200,79.0,Moderate,40.5,52.86,12,"Seneca County, OH",794,585,624,794,989,1133,3914799999
39149,Shelby County,Ohio,48007,2023,25288,4350,20740,17.2,82.02,Republican,190300,110.4,Moderate,40.1,53.30,12,"Shelby County, OH",811,566,660,811,1102,1204,3914999999
39151,Stark County,Ohio,373764,2023,184158,71090,111478,38.6,60.53,Republican,177700,103.1,Moderate,41.9,52.46,12,"Canton-Massillon, OH MSA",861,576,654,861,1086,1157,3915199999
39153,Summit County,Ohio,538087,2023,273413,145005,125910,53.04,46.05,Democrat,195700,113.6,Moderate,41.2,52.84,12,"Akron, OH MSA",1027,712,809,1027,1297,1380,3915399999
39155,Trumbull County,Ohio,201367,2023,96514,39758,55983,41.19,58.01,Republican,128100,74.3,Affordable,43.8,51.71,12,"Youngstown-Warren-Boardman, OH HUD Metro FMR Area",794,573,632,794,1050,1113,3915599999
39157,Tuscarawas County,Ohio,92585,2023,43019,12032,30652,27.97,71.25,Republican,176800,102.6,Moderate,41.2,53.06,12,"Tuscarawas County, OH",862,651,655,862,1076,1243,3915799999
39159,Union County,Ohio,65293,2023,37288,12934,23982,34.69,64.32,Republican,306600,177.9,Expensive,38.1,53.30,12,"Union County, OH HUD Metro FMR Area",1185,859,900,1185,1442,1592,3915999999
39161,Van Wert County,Ohio,28824,2023,14729,3000,11616,20.37,78.86,Republican,137300,79.7,Moderate,41.4,53.35,12,"Van Wert County, OH",794,587,612,794,1036,1067,3916199999
39163,Vinton County,Ohio,12686,2023,5737,1169,4531,20.38,78.98,Republican,131700,76.4,Moderate,43.5,54.41,12,"Vinton County, OH",794,587,618,794,966,1102,3916399999
39165,Warren County,Ohio,246364,2023,139593,47128,91132,33.76,65.28,Republican,319700,185.5,Expensive,39.8,55.62,12,"Cincinnati, OH-KY-IN  HUD Metro FMR Area",1093,731,839,1093,1464,1645,3916599999
39167,Washington County,Ohio,59318,2023,31000,8600,22161,27.74,71.49,Republican,174100,101.0,Moderate,44.1,55.07,12,"Washington County, OH",794,610,614,794,991,1130,3916799999
39169,Wayne County,Ohio,116618,2023,53140,15898,36764,29.92,69.18,Republican,204600,118.7,Moderate,38.9,52.06,12,"Wayne County, OH",861,611,654,861,1103,1205,3916999999
39171,Williams County,Ohio,36862,2023,18274,4644,13461,25.41,73.66,Republican,140000,81.3,Moderate,41.8,51.89,12,"Williams County, OH",794,531,669,794,1007,1067,3917199999
39173,Wood County,Ohio,131795,2023,67565,30016,36877,44.43,54.58,Republican,214400,124.4,Moderate,35.7,53.84,12,"Toledo, OH HUD Metro FMR Area",906,637,698,906,1218,1310,3917399999
39175,Wyandot County,Ohio,21699,2023,11389,2731,8564,23.98,75.2,Republican,159500,92.6,Moderate,41.6,53.80,12,"Wyandot County, OH",794,587,652,794,966,1148,3917599999
40001,Adair County,Oklahoma,19595,2023,7256,1289,5860,17.76,80.76,Republican,111500,64.7,Affordable,38.1,58.59,12,"Adair County, OK",797,609,613,797,1067,1071,4000199999
40003,Alfalfa County,Oklahoma,5685,2023,2160,236,1891,10.93,87.55,Republican,103000,59.8,Affordable,44.4,60.90,12,"Alfalfa County, OK",797,601,605,797,994,1170,4000399999
40005,Atoka County,Oklahoma,14255,2023,5662,779,4832,13.76,85.34,Republican,138000,80.1,Moderate,40.2,60.85,12,"Atoka County, OK",797,619,622,797,1101,1137,4000599999
40007,Beaver County,Oklahoma,5041,2023,2124,158,1938,7.44,91.24,Republican,117900,68.4,Affordable,41.1,58.42,12,"Beaver County, OK",797,619,620,797,1013,1133,4000799999
40009,Beckham County,Oklahoma,22202,2023,7678,1093,6474,14.24,84.32,Republican,153400,89.0,Moderate,37.1,59.40,12,"Beckham County, OK",867,654,659,867,1079,1272,4000999999
40011,Blaine County,Oklahoma,8603,2023,3786,671,3054,17.72,80.67,Republican,126200,73.2,Affordable,41.6,61.03,12,"Blaine County, OK",797,619,630,797,1009,1358,4001199999
40013,Bryan County,Oklahoma,47237,2023,17812,3569,13999,20.04,78.59,Republican,163700,95.0,Moderate,36.8,56.69,12,"Bryan County, OK",838,632,637,838,1134,1249,4001399999
40015,Caddo County,Oklahoma,26626,2023,9496,2414,6886,25.42,72.51,Republican,109900,63.8,Affordable,37.8,59.91,12,"Caddo County, OK",797,558,605,797,970,1096,4001599999
40017,Canadian County,Oklahoma,162621,2023,73074,21038,50551,28.79,69.18,Republican,230300,133.7,Moderate,36.1,60.79,12,"Oklahoma City, OK HUD Metro FMR Area",1016,775,821,1016,1353,1536,4001799999
40019,Carter County,Oklahoma,48255,2023,19488,4277,14945,21.95,76.69,Republican,153500,89.1,Moderate,38.3,55.02,12,"Carter County, OK",884,688,692,884,1105,1341,4001999999
40021,Cherokee County,Oklahoma,47621,2023,17823,5826,11637,32.69,65.29,Republican,160300,93.0,Moderate,37.3,60.81,12,Oklahoma Non-Metro,775,599,650,775,1000,1161,4099999999
40023,Choctaw County,Oklahoma,14299,2023,5639,944,4633,16.74,82.16,Republican,119700,69.5,Affordable,42.1,61.64,12,Oklahoma Non-Metro,775,599,650,775,1000,1161,4099999999
40025,Cimarron County,Oklahoma,2247,2023,935,66,860,7.06,91.98,Republican,94500,54.8,Affordable,38.3,57.19,12,"Cimarron County, OK",797,619,620,797,1027,1170,4002599999
40027,Cleveland County,Oklahoma,297545,2023,119294,49432,67225,41.44,56.35,Republican,222800,129.3,Moderate,35.1,59.31,12,"Oklahoma City, OK HUD Metro FMR Area",1016,775,821,1016,1353,1536,4002799999
40029,Coal County,Oklahoma,5275,2023,2538,345,2155,13.59,84.91,Republican,92500,53.7,Affordable,40.3,58.75,12,"Coal County, OK",797,601,605,797,1064,1247,4002999999
40031,Comanche County,Oklahoma,121699,2023,34284,12823,20823,37.4,60.74,Republican,154300,89.6,Moderate,33.7,59.80,12,"Lawton, OK HUD Metro FMR Area",815,625,629,815,1158,1388,4003199999
40033,Cotton County,Oklahoma,5475,2023,2506,392,2067,15.64,82.48,Republican,113200,65.7,Affordable,43.2,61.68,12,"Cotton County, OK HUD Metro FMR Area",797,612,616,797,1043,1071,4003399999
40035,Craig County,Oklahoma,14215,2023,6056,1212,4740,20.01,78.27,Republican,132900,77.1,Moderate,40.8,56.63,12,"Craig County, OK",831,627,631,831,1101,1129,4003599999
40037,Creek County,Oklahoma,72353,2023,31312,6643,24098,21.22,76.96,Republican,170900,99.2,Moderate,40.6,61.23,12,"Tulsa, OK HUD Metro FMR Area",987,711,781,987,1300,1519,4003799999
40039,Custer County,Oklahoma,28332,2023,10168,2279,7693,22.41,75.66,Republican,177000,102.7,Moderate,32.8,61.44,12,"Custer County, OK",824,634,638,824,1171,1211,4003999999
40041,Delaware County,Oklahoma,41017,2023,18108,3475,14407,19.19,79.56,Republican,164900,95.7,Moderate,47,59.77,12,"Delaware County, OK",833,629,633,833,1014,1316,4004199999
40043,Dewey County,Oklahoma,4433,2023,2215,209,1984,9.44,89.57,Republican,118200,68.6,Affordable,38,60.37,12,"Dewey County, OK",797,601,605,797,1133,1358,4004399999
40045,Ellis County,Oklahoma,3717,2023,1812,197,1585,10.87,87.47,Republican,122500,71.1,Affordable,43.4,61.94,12,"Ellis County, OK",851,661,696,851,1036,1249,4004599999
40047,Garfield County,Oklahoma,62322,2023,21844,4849,16593,22.2,75.96,Republican,149800,86.9,Moderate,35.7,62.39,12,"Enid, OK MSA",899,666,683,899,1166,1208,4004799999
40049,Garvin County,Oklahoma,25779,2023,10991,1802,9063,16.4,82.46,Republican,132600,77.0,Moderate,38.8,56.67,12,"Garvin County, OK",797,601,605,797,1043,1331,4004999999
40051,Grady County,Oklahoma,55868,2023,25283,4536,20378,17.94,80.6,Republican,187900,109.1,Moderate,39.9,60.22,12,"Grady County, OK HUD Metro FMR Area",844,608,641,844,1113,1297,4005199999
40053,Grant County,Oklahoma,4137,2023,2125,295,1794,13.88,84.42,Republican,79500,46.1,Very Affordable,42.9,61.27,12,"Grant County, OK",811,612,616,811,1042,1190,4005399999
40055,Greer County,Oklahoma,5498,2023,1836,304,1511,16.56,82.3,Republican,103600,60.1,Affordable,40.6,60.20,12,"Greer County, OK",797,601,605,797,1133,1170,4005599999
40057,Harmon County,Oklahoma,2452,2023,882,165,709,18.71,80.39,Republican,75700,43.9,Very Affordable,40.3,58.58,12,"Harmon County, OK",797,619,620,797,970,1170,4005799999
40059,Harper County,Oklahoma,3231,2023,1451,147,1284,10.13,88.49,Republican,99300,57.6,Affordable,41.3,58.39,12,"Harper County, OK",797,619,620,797,1128,1170,4005999999
40061,Haskell County,Oklahoma,11667,2023,4936,718,4156,14.55,84.2,Republican,122300,71.0,Affordable,41.4,57.86,12,"Haskell County, OK",797,602,605,797,1055,1252,4006199999
40063,Hughes County,Oklahoma,13411,2023,4659,831,3744,17.84,80.36,Republican,94900,55.1,Affordable,39.2,59.08,12,"Hughes County, OK",797,619,661,797,1057,1358,4006399999
40065,Jackson County,Oklahoma,24730,2023,8053,1602,6295,19.89,78.17,Republican,145000,84.2,Moderate,35,61.02,12,"Jackson County, OK",800,621,628,800,997,1247,4006599999
40067,Jefferson County,Oklahoma,5377,2023,2375,319,2020,13.43,85.05,Republican,77500,45.0,Very Affordable,41.2,57.76,12,"Jefferson County, OK",797,601,605,797,1087,1197,4006799999
40069,Johnston County,Oklahoma,10334,2023,4230,684,3462,16.17,81.84,Republican,110700,64.2,Affordable,39.5,61.89,12,"Johnston County, OK",797,619,657,797,1034,1121,4006999999
40071,Kay County,Oklahoma,43731,2023,16913,4136,12483,24.45,73.81,Republican,116800,67.8,Affordable,38.3,61.96,12,"Kay County, OK",797,533,605,797,1029,1082,4007199999
40073,Kingfisher County,Oklahoma,15288,2023,6754,923,5745,13.67,85.06,Republican,206400,119.8,Moderate,38.5,58.39,12,"Kingfisher County, OK",837,632,636,837,1170,1385,4007399999
40075,Kiowa County,Oklahoma,8458,2023,3278,658,2569,20.07,78.37,Republican,90300,52.4,Affordable,42,62.01,12,"Kiowa County, OK",797,601,605,797,970,1081,4007599999
40077,Latimer County,Oklahoma,9495,2023,4079,681,3356,16.7,82.28,Republican,103300,60.0,Affordable,41.5,61.24,12,"Latimer County, OK",797,601,605,797,1007,1205,4007799999
40079,Le Flore County,Oklahoma,48728,2023,18754,3184,15333,16.98,81.76,Republican,121600,70.6,Affordable,38.8,60.43,12,"Le Flore County, OK",797,628,632,797,1073,1145,4007999999
40081,Lincoln County,Oklahoma,33917,2023,15465,2712,12495,17.54,80.8,Republican,152000,88.2,Moderate,41.3,60.47,12,"Lincoln County, OK HUD Metro FMR Area",797,683,687,797,1080,1084,4008199999
40083,Logan County,Oklahoma,50905,2023,24149,5901,17748,24.44,73.49,Republican,234300,136.0,Moderate,40.2,60.55,12,"Oklahoma City, OK HUD Metro FMR Area",1016,775,821,1016,1353,1536,4008399999
40085,Love County,Oklahoma,10196,2023,4260,689,3510,16.17,82.39,Republican,167500,97.2,Moderate,38.6,60.62,12,"Love County, OK",823,639,683,823,1002,1134,4008599999
40087,McClain County,Oklahoma,43779,2023,21397,4031,17005,18.84,79.47,Republican,233900,135.8,Moderate,38.9,59.75,12,"Oklahoma City, OK HUD Metro FMR Area",1016,775,821,1016,1353,1536,4008799999
40089,McCurtain County,Oklahoma,30825,2023,11309,1696,9485,15,83.87,Republican,126100,73.2,Affordable,37.9,59.70,12,"McCurtain County, OK",797,574,635,797,1069,1220,4008999999
40091,McIntosh County,Oklahoma,19237,2023,8439,1937,6387,22.95,75.68,Republican,135800,78.8,Moderate,47.3,53.47,12,"McIntosh County, OK",797,533,678,797,1133,1170,4009199999
40093,Major County,Oklahoma,7656,2023,3478,327,3087,9.4,88.76,Republican,134700,78.2,Moderate,42,59.92,12,"Major County, OK",797,619,620,797,1062,1110,4009399999
40095,Marshall County,Oklahoma,15628,2023,6589,1169,5348,17.74,81.17,Republican,139700,81.1,Moderate,42,61.56,12,"Marshall County, OK",797,601,605,797,998,1100,4009599999
40097,Mayes County,Oklahoma,39406,2023,17374,3529,13514,20.31,77.78,Republican,171900,99.8,Moderate,40.5,62.36,12,"Mayes County, OK",825,623,627,825,1078,1208,4009799999
40099,Murray County,Oklahoma,13807,2023,5885,1080,4689,18.35,79.68,Republican,154900,89.9,Moderate,41.5,59.91,12,"Murray County, OK",815,615,619,815,992,1222,4009999999
40101,Muskogee County,Oklahoma,66471,2023,24357,7400,16550,30.38,67.95,Republican,138800,80.6,Moderate,38.2,60.03,12,"Muskogee County, OK",797,604,616,797,1034,1298,4010199999
40103,Noble County,Oklahoma,10909,2023,4957,1009,3853,20.36,77.73,Republican,142600,82.8,Moderate,41.7,60.90,12,"Noble County, OK",797,619,706,797,1133,1358,4010399999
